Course Number,Fee,
MKTG344,$17.25,
MKTG345,$17.25,
MKTG347,$17.25,
MKTG401,$17.25,
MKTG402,$17.25,
MKTG409,$17.25,
MKTG409,$9.45,
MKTG425,$17.25,
MKTG435,$17.25,
MKTG436,$17.25,
MKTG438,$17.25,
MKTG440,$17.25,
MKTG442,$17.25,
MKTG447,$17.25,
MKTG448,$17.25,
MKTG485,$17.25,
MKTG489,$17.25,
MKTG613,$17.25,
MKTG621,$17.25,
MKTG625,$17.25,
MKTG635,$17.25,
MKTG638,$17.25,
MKTG650,$17.25,
MKTG656,$17.25,
MKTG660,$17.25,
MKTG665,$17.25,
MKTG670,$5.75,
MKTG671,$17.25,
MKTG673,$17.25,
MKTG675,$17.25,
MKTG677,$17.25,
MKTG679,$17.25,
MKTG680,$17.25,
MKTG682,$17.25,
MKTG684,$5.75,
MKTG685,$17.25,
MKTG687,$17.25,
MKTG688,$17.25,
MKTG689,$17.25,
MKTG690,$17.25,
MKTG691,$5.75,
EDAD601,$100.00,
EDAD601,$133.00,
EDAD601,$0.00,
EDAD602,$100.00,
EDAD603,$100.00,
EDAD604,$100.00,
EDAD604,$133.00,
EDAD604,$0.00,
EDAD605,$100.00,
EDAD605,$133.00,
EDAD605,$0.00,
EDAD606,$200.00,
EDAD606,$133.00,
EDAD606,$0.00,
EDAD607,$100.00,
EDAD607,$133.00,
EDAD607,$0.00,
EDAD608,$100.00,
EDAD608,$133.00,
EDAD608,$0.00,
EDAD609,$133.00,
EDAD609,$0.00,
EDAD609,$100.00,
EDAD609,$100.00,
EDAD609,$100.00,
EDAD609,$100.00,
EDAD609,$100.00,
EDAD609,$200.00,
EDAD610,$100.00,
EDAD610,$133.00,
EDAD610,$0.00,
EDAD611,$100.00,
EDAD611,$133.00,
EDAD611,$0.00,
EDAD612,$100.00,
EDAD612,$133.00,
EDAD612,$0.00,
EDAD613,$100.00,
EDAD613,$133.00,
EDAD613,$0.00,
EDAD615,$100.00,
EDAD615,$133.00,
EDAD615,$0.00,
EDAD616,$100.00,
EDAD616,$133.00,
EDAD616,$0.00,
EDAD617,$100.00,
EDAD618,$133.00,
EDAD618,$0.00,
EDAD618,$100.00,
EDAD618,$100.00,
EDAD618,$100.00,
EDAD619,$100.00,
EDAD619,$133.00,
EDAD619,$0.00,
EDAD620,$100.00,
EDAD620,$133.00,
EDAD620,$0.00,
EDAD621,$100.00,
EDAD621,$133.00,
EDAD621,$0.00,
EDAD622,$100.00,
EDAD622,$133.00,
EDAD622,$0.00,
EDAD623,$100.00,
EDAD623,$133.00,
EDAD623,$0.00,
EDAD624,$100.00,
EDAD624,$133.00,
EDAD624,$0.00,
EDAD625,$100.00,
EDAD625,$133.00,
EDAD625,$0.00,
EDAD626,$100.00,
EDAD626,$133.00,
EDAD626,$0.00,
EDAD627,$100.00,
EDAD627,$133.00,
EDAD627,$0.00,
EDAD630,$100.00,
EDAD630,$133.00,
EDAD630,$0.00,
EDAD631,$100.00,
EDAD635,$100.00,
EDAD635,$133.00,
EDAD635,$0.00,
EDAD637,$100.00,
EDAD637,$133.00,
EDAD637,$0.00,
EDAD638,$100.00,
EDAD638,$133.00,
EDAD638,$0.00,
EDAD639,$100.00,
EDAD639,$133.00,
EDAD639,$0.00,
EDAD641,$100.00,
EDAD641,$133.00,
EDAD641,$0.00,
EDAD650,$100.00,
EDAD650,$133.00,
EDAD650,$0.00,
EDAD651,$100.00,
EDAD651,$133.00,
EDAD651,$0.00,
EDAD652,$100.00,
EDAD652,$133.00,
EDAD652,$0.00,
EDAD653,$100.00,
EDAD653,$133.00,
EDAD653,$0.00,
EDAD654,$100.00,
EDAD654,$133.00,
EDAD654,$0.00,
EDAD655,$100.00,
EDAD655,$133.00,
EDAD655,$0.00,
EDAD657,$100.00,
EDAD657,$133.00,
EDAD657,$0.00,
EDAD658,$100.00,
EDAD659,$100.00,
EDAD659,$133.00,
EDAD659,$0.00,
EDAD669,$145.00,
EDAD669,$133.00,
EDAD669,$0.00,
EDAD669,$90.00,
EDAD670,$100.00,
EDAD671,$100.00,
EDAD681,$100.00,
EDAD681,$133.00,
EDAD681,$0.00,
EDAD683,$100.00,
EDAD684,$150.00,
EDAD684,$133.00,
EDAD684,$0.00,
EDAD685,$100.00,
EDAD687,$133.00,
EDAD687,$133.00,
EDAD687,$100.00,
EDAD687,$100.00,
EDAD688,$100.00,
EDAD688,$133.00,
EDAD688,$0.00,
EDAD689,$133.00,
EDAD689,$0.00,
EDAD689,$100.00,
EDAD689,$100.00,
EDAD689,$100.00,
EDAD690,$100.00,
EDAD690,$133.00,
EDAD690,$0.00,
EDAD691,$100.00,
EDAD692,$100.00,
EHRD285,$85.00,
EHRD289,$90.00,
EHRD301,$90.00,
EHRD303,$125.00,
EHRD303,$125.00,
EHRD303,$125.00,
EHRD303,$125.00,
EHRD303,$125.00,
EHRD303,$125.00,
EHRD303,$125.00,
EHRD310,$100.00,
EHRD345,$100.00,
EHRD371,$133.00,
EHRD371,$0.00,
EHRD371,$125.00,
EHRD371,$125.00,
EHRD371,$125.00,
EHRD371,$125.00,
EHRD371,$125.00,
EHRD371,$125.00,
EHRD371,$125.00,
EHRD372,$125.00,
EHRD372,$133.00,
EHRD372,$0.00,
EHRD374,$125.00,
EHRD391,$125.00,
EHRD405,$125.00,
EHRD408,$100.00,
EHRD465,$100.00,
EHRD466,$100.00,
EHRD473,$125.00,
EHRD474,$125.00,
EHRD475,$125.00,
EHRD475,$125.00,
EHRD475,$125.00,
EHRD475,$125.00,
EHRD475,$125.00,
EHRD476,$125.00,
EHRD477,$125.00,
EHRD479,$125.00,
EHRD481,$125.00,
EHRD484,$150.00,
EHRD484,$150.00,
EHRD484,$150.00,
EHRD484,$150.00,
EHRD485,$100.00,
EHRD489,$100.00,
EHRD489,$100.00,
EHRD489,$100.00,
EHRD489,$100.00,
EHRD489,$100.00,
EHRD491,$125.00,
EHRD491,$125.00,
EHRD491,$125.00,
EHRD491,$125.00,
EHRD601,$100.00,
EHRD601,$133.00,
EHRD601,$133.00,
EHRD602,$100.00,
EHRD602,$133.00,
EHRD602,$0.00,
EHRD603,$200.00,
EHRD603,$133.00,
EHRD603,$0.00,
EHRD605,$200.00,
EHRD605,$133.00,
EHRD605,$0.00,
EHRD606,$100.00,
EHRD606,$133.00,
EHRD606,$0.00,
EHRD607,$100.00,
EHRD607,$133.00,
EHRD607,$0.00,
EHRD610,$100.00,
EHRD610,$133.00,
EHRD610,$0.00,
EHRD612,$200.00,
EHRD612,$133.00,
EHRD612,$0.00,
EHRD613,$100.00,
EHRD613,$133.00,
EHRD613,$0.00,
EHRD614,$200.00,
EHRD614,$133.00,
EHRD614,$0.00,
EHRD616,$100.00,
EHRD616,$133.00,
EHRD616,$0.00,
EHRD618,$200.00,
EHRD618,$133.00,
EHRD618,$0.00,
EHRD620,$100.00,
EHRD620,$133.00,
EHRD620,$0.00,
EHRD621,$100.00,
EHRD621,$133.00,
EHRD621,$0.00,
EHRD622,$133.00,
EHRD622,$0.00,
EHRD622,$100.00,
EHRD622,$100.00,
EHRD624,$100.00,
EHRD624,$133.00,
EHRD624,$0.00,
EHRD625,$100.00,
EHRD625,$133.00,
EHRD625,$0.00,
EHRD627,$100.00,
EHRD627,$133.00,
EHRD627,$0.00,
EHRD628,$100.00,
EHRD628,$550.00,
EHRD628,$133.00,
EHRD628,$0.00,
EHRD630,$133.00,
EHRD630,$133.00,
EHRD630,$100.00,
EHRD630,$200.00,
EHRD631,$100.00,
EHRD631,$133.00,
EHRD631,$0.00,
EHRD632,$100.00,
EHRD632,$133.00,
EHRD632,$0.00,
EHRD633,$100.00,
EHRD633,$133.00,
EHRD633,$0.00,
EHRD634,$100.00,
EHRD635,$100.00,
EHRD635,$133.00,
EHRD635,$0.00,
EHRD636,$100.00,
EHRD636,$133.00,
EHRD636,$0.00,
EHRD637,$100.00,
EHRD637,$133.00,
EHRD637,$0.00,
EHRD638,$100.00,
EHRD638,$133.00,
EHRD638,$0.00,
EHRD639,$100.00,
EHRD639,$133.00,
EHRD639,$0.00,
EHRD640,$100.00,
EHRD640,$133.00,
EHRD640,$0.00,
EHRD641,$100.00,
EHRD641,$133.00,
EHRD641,$0.00,
EHRD642,$100.00,
EHRD642,$133.00,
EHRD642,$0.00,
EHRD647,$100.00,
EHRD647,$133.00,
EHRD647,$0.00,
EHRD648,$100.00,
EHRD648,$133.00,
EHRD648,$0.00,
EHRD649,$100.00,
EHRD650,$100.00,
EHRD651,$133.00,
EHRD651,$0.00,
EHRD651,$100.00,
EHRD651,$100.00,
EHRD651,$100.00,
EHRD655,$100.00,
EHRD655,$133.00,
EHRD655,$0.00,
EHRD656,$100.00,
EHRD656,$133.00,
EHRD656,$0.00,
EHRD657,$100.00,
EHRD657,$133.00,
EHRD657,$0.00,
EHRD670,$100.00,
EHRD670,$133.00,
EHRD670,$0.00,
EHRD671,$200.00,
EHRD671,$133.00,
EHRD671,$0.00,
EHRD672,$100.00,
EHRD672,$133.00,
EHRD672,$0.00,
EHRD673,$100.00,
EHRD673,$133.00,
EHRD673,$0.00,
EHRD674,$100.00,
EHRD674,$133.00,
EHRD674,$0.00,
EHRD675,$100.00,
EHRD675,$133.00,
EHRD675,$0.00,
EHRD679,$100.00,
EHRD679,$133.00,
EHRD679,$0.00,
EHRD681,$150.00,
EHRD681,$133.00,
EHRD681,$0.00,
EHRD682,$150.00,
EHRD683,$100.00,
EHRD683,$133.00,
EHRD683,$0.00,
EHRD684,$133.00,
EHRD684,$0.00,
EHRD684,$150.00,
EHRD684,$150.00,
EHRD685,$125.00,
EHRD689,$100.00,
EHRD689,$133.00,
EHRD689,$0.00,
EHRD690,$133.00,
EHRD690,$0.00,
EHRD690,$100.00,
EHRD690,$100.00,
EHRD690,$100.00,
EHRD690,$100.00,
EHRD690,$100.00,
EHRD691,$100.00,
EHRD692,$100.00,
BEFB425,$150.00,
BEFB425,$153.00,
BEFB425,$153.00,
BEFB426,$75.00,
BEFB426,$153.00,
BEFB426,$153.00,
BEFB470,$75.00,
BEFB472,$75.00,
BEFB474,$75.00,
BEFB476,$75.00,
BIED610,$75.00,
BIED610,$153.00,
BIED610,$153.00,
BIED611,$75.00,
BIED611,$153.00,
BIED611,$153.00,
BIED612,$75.00,
BIED612,$153.00,
BIED612,$153.00,
BIED613,$75.00,
BIED613,$153.00,
BIED613,$153.00,
BIED614,$75.00,
BIED614,$153.00,
BIED614,$153.00,
BIED615,$75.00,
BIED616,$75.00,
BIED616,$153.00,
BIED616,$153.00,
BIED617,$75.00,
BIED617,$153.00,
BIED617,$153.00,
BIED618,$75.00,
BIED619,$75.00,
BIED620,$75.00,
BIED620,$153.00,
BIED620,$153.00,
BIED682,$27.00,
BIED683,$75.00,
BIED684,$50.00,
BIED685,$50.00,
BIED690,$75.00,
BIED691,$50.00,
CPSY612,$75.00,
CPSY626,$75.00,
CPSY630,$75.00,
CPSY631,$75.00,
CPSY632,$75.00,
CPSY633,$75.00,
CPSY634,$75.00,
CPSY635,$75.00,
CPSY636,$75.00,
CPSY639,$200.00,
CPSY662,$75.00,
CPSY664,$200.00,
CPSY666,$75.00,
CPSY671,$75.00,
CPSY672,$75.00,
CPSY673,$75.00,
CPSY674,$75.00,
CPSY676,$75.00,
CPSY677,$75.00,
CPSY678,$75.00,
CPSY679,$75.00,
CPSY683,$150.00,
CPSY683,$153.00,
CPSY683,$153.00,
CPSY684,$50.00,
CPSY685,$50.00,
CPSY688,$75.00,
CPSY689,$75.00,
CPSY690,$75.00,
CPSY691,$50.00,
EDTC305,$75.00,
EDTC311,$75.00,
EDTC489,$17.00,
EDTC602,$75.00,
EDTC602,$153.00,
EDTC602,$153.00,
EDTC608,$75.00,
EDTC608,$153.00,
EDTC608,$153.00,
EDTC613,$75.00,
EDTC613,$153.00,
EDTC613,$153.00,
EDTC621,$75.00,
EDTC621,$153.00,
EDTC621,$153.00,
EDTC631,$75.00,
EDTC631,$153.00,
EDTC631,$153.00,
EDTC645,$75.00,
EDTC645,$153.00,
EDTC645,$153.00,
EDTC646,$75.00,
EDTC646,$153.00,
EDTC646,$153.00,
EDTC651,$75.00,
EDTC651,$153.00,
EDTC651,$153.00,
EDTC654,$75.00,
EDTC654,$153.00,
EDTC654,$153.00,
EDTC655,$75.00,
EDTC655,$153.00,
EDTC655,$153.00,
EDTC656,$75.00,
EDTC656,$153.00,
EDTC656,$153.00,
EDTC660,$75.00,
EDTC660,$153.00,
EDTC660,$153.00,
EDTC662,$75.00,
EDTC662,$153.00,
EDTC662,$153.00,
EDTC664,$75.00,
EDTC664,$153.00,
EDTC664,$153.00,
EDTC668,$75.00,
EDTC668,$153.00,
EDTC668,$153.00,
EDTC683,$75.00,
EDTC684,$50.00,
EDTC685,$50.00,
EDTC689,$17.00,
EDTC691,$50.00,
EPFB210,$84.00,
EPFB428,$84.00,
EPFB484,$200.00,
EPSY102,$15.00,
EPSY291,$17.00,
EPSY320,$153.00,
EPSY320,$153.00,
EPSY320,$40.00,
EPSY320,$200.00,
EPSY320,$40.00,
EPSY320,$200.00,
EPSY320,$40.00,
EPSY320,$200.00,
EPSY320,$40.00,
EPSY320,$40.00,
EPSY320,$200.00,
EPSY321,$40.00,
EPSY321,$153.00,
EPSY321,$153.00,
EPSY430,$29.00,
EPSY431,$29.00,
EPSY432,$29.00,
EPSY433,$29.00,
EPSY435,$84.00,
EPSY435,$153.00,
EPSY435,$153.00,
EPSY459,$75.00,
EPSY484,$17.00,
EPSY485,$17.00,
EPSY489,$17.00,
EPSY489,$153.00,
EPSY489,$153.00,
EPSY491,$17.00,
EPSY602,$75.00,
EPSY602,$153.00,
EPSY602,$153.00,
EPSY604,$75.00,
EPSY605,$75.00,
EPSY610,$153.00,
EPSY610,$153.00,
EPSY611,$153.00,
EPSY611,$153.00,
EPSY612,$153.00,
EPSY612,$153.00,
EPSY613,$153.00,
EPSY613,$153.00,
EPSY614,$153.00,
EPSY614,$153.00,
EPSY616,$153.00,
EPSY616,$153.00,
EPSY617,$153.00,
EPSY617,$153.00,
EPSY618,$100.00,
EPSY618,$153.00,
EPSY618,$153.00,
EPSY619,$75.00,
EPSY619,$153.00,
EPSY619,$153.00,
EPSY620,$153.00,
EPSY620,$153.00,
EPSY621,$75.00,
EPSY622,$75.00,
EPSY622,$153.00,
EPSY622,$153.00,
EPSY623,$75.00,
EPSY623,$153.00,
EPSY623,$153.00,
EPSY624,$75.00,
EPSY624,$153.00,
EPSY624,$153.00,
EPSY625,$75.00,
EPSY625,$153.00,
EPSY625,$153.00,
EPSY626,$75.00,
EPSY627,$150.00,
EPSY628,$100.00,
EPSY629,$75.00,
EPSY630,$75.00,
EPSY630,$153.00,
EPSY630,$153.00,
EPSY631,$75.00,
EPSY631,$153.00,
EPSY631,$153.00,
EPSY632,$75.00,
EPSY632,$153.00,
EPSY632,$153.00,
EPSY635,$75.00,
EPSY635,$153.00,
EPSY635,$153.00,
EPSY636,$75.00,
EPSY636,$153.00,
EPSY636,$153.00,
EPSY637,$75.00,
EPSY637,$153.00,
EPSY637,$153.00,
EPSY640,$84.00,
EPSY640,$153.00,
EPSY640,$153.00,
EPSY641,$85.00,
EPSY641,$153.00,
EPSY641,$153.00,
EPSY642,$75.00,
EPSY643,$75.00,
EPSY645,$75.00,
EPSY645,$153.00,
EPSY645,$153.00,
EPSY646,$75.00,
EPSY647,$75.00,
EPSY648,$75.00,
EPSY651,$75.00,
EPSY652,$75.00,
EPSY653,$75.00,
EPSY654,$75.00,
EPSY655,$75.00,
EPSY659,$75.00,
EPSY673,$75.00,
EPSY673,$153.00,
EPSY673,$153.00,
EPSY678,$75.00,
EPSY679,$75.00,
EPSY682,$27.00,
EPSY682,$27.00,
EPSY682,$27.00,
EPSY682,$27.00,
EPSY682,$75.00,
EPSY682,$75.00,
EPSY682,$27.00,
EPSY682,$27.00,
EPSY682,$27.00,
EPSY682,$27.00,
EPSY683,$75.00,
EPSY684,$50.00,
EPSY685,$50.00,
EPSY685,$153.00,
EPSY685,$153.00,
EPSY688,$75.00,
EPSY689,$75.00,
EPSY689,$153.00,
EPSY689,$153.00,
EPSY690,$75.00,
EPSY690,$153.00,
EPSY690,$153.00,
EPSY691,$50.00,
INST301,$27.00,
INST301,$153.00,
INST301,$153.00,
INST310,$75.00,
SEFB310,$75.00,
SEFB311,$75.00,
SEFB312,$84.00,
SEFB314,$75.00,
SEFB320,$84.00,
SEFB414,$75.00,
SEFB425,$200.00,
SEFB425,$153.00,
SEFB425,$153.00,
SEFB426,$75.00,
SEFB426,$153.00,
SEFB426,$153.00,
SEFB442,$75.00,
SEFB471,$84.00,
SEFB610,$75.00,
SEFB610,$153.00,
SEFB610,$153.00,
SEFB618,$75.00,
SEFB618,$153.00,
SEFB618,$153.00,
SEFB625,$75.00,
SEFB683,$75.00,
SEFB684,$50.00,
SPED291,$17.00,
SPED302,$84.00,
SPED491,$17.00,
SPED609,$75.00,
SPED610,$75.00,
SPED611,$75.00,
SPED611,$153.00,
SPED611,$153.00,
SPED612,$75.00,
SPED612,$153.00,
SPED612,$153.00,
SPED613,$75.00,
SPED613,$153.00,
SPED613,$153.00,
SPED614,$75.00,
SPED614,$153.00,
SPED614,$153.00,
SPED615,$75.00,
SPED615,$153.00,
SPED615,$153.00,
SPED617,$75.00,
SPED617,$153.00,
SPED617,$153.00,
SPED618,$75.00,
SPED619,$75.00,
SPED620,$75.00,
SPED620,$153.00,
SPED620,$153.00,
SPED621,$75.00,
SPED621,$153.00,
SPED621,$153.00,
SPED622,$75.00,
SPED622,$153.00,
SPED622,$153.00,
SPED623,$75.00,
SPED623,$153.00,
SPED623,$153.00,
SPED628,$75.00,
SPED628,$153.00,
SPED628,$153.00,
SPED630,$75.00,
SPED630,$153.00,
SPED630,$153.00,
SPED632,$75.00,
SPED632,$153.00,
SPED632,$153.00,
SPED635,$75.00,
SPED635,$153.00,
SPED635,$153.00,
SPED642,$75.00,
SPED642,$153.00,
SPED642,$153.00,
SPED682,$25.00,
SPED683,$2.00,
SPED683,$73.00,
SPED684,$50.00,
SPED685,$50.00,
SPED689,$75.00,
SPED689,$153.00,
SPED689,$153.00,
SPED699,$75.00,
SPSY610,$75.00,
SPSY611,$75.00,
SPSY612,$130.00,
SPSY613,$75.00,
SPSY614,$105.00,
SPSY615,$105.00,
SPSY617,$75.00,
SPSY620,$50.00,
SPSY628,$75.00,
SPSY629,$75.00,
SPSY638,$75.00,
SPSY640,$75.00,
SPSY641,$84.00,
SPSY642,$105.00,
SPSY643,$100.00,
SPSY644,$100.00,
SPSY645,$75.00,
SPSY657,$125.00,
SPSY683,$150.00,
SPSY684,$50.00,
SPSY685,$50.00,
SPSY689,$75.00,
SPSY691,$50.00,
ATTR651,$200.00,
ATTR652,$200.00,
ATTR653,$200.00,
ATTR654,$200.00,
ATTR655,$200.00,
ATTR656,$200.00,
ATTR660,$50.00,
ATTR661,$200.00,
ATTR662,$50.00,
ATTR663,$200.00,
ATTR664,$50.00,
ATTR665,$200.00,
ATTR666,$50.00,
ATTR667,$200.00,
ATTR668,$50.00,
ATTR669,$200.00,
ATTR670,$50.00,
ATTR671,$50.00,
ATTR672,$50.00,
DCED160,$75.00,
DCED161,$75.00,
DCED162,$75.00,
DCED168,$75.00,
DCED171,$75.00,
DCED172,$75.00,
DCED173,$75.00,
DCED200,$50.00,
DCED301,$75.00,
DCED302,$75.00,
DCED303,$0.00,
DCED303,$75.00,
DCED303,$200.00,
DCED303,$0.00,
DCED304,$50.00,
DCED305,$50.00,
DCED306,$75.00,
DCED400,$75.00,
DCED401,$75.00,
DCED402,$75.00,
HEFB322,$75.00,
HEFB324,$75.00,
HEFB325,$75.00,
HEFB450,$150.00,
HLTH210,$75.00,
HLTH214,$45.00,
HLTH214,$200.00,
HLTH214,$200.00,
HLTH216,$75.00,
HLTH221,$45.00,
HLTH222,$45.00,
HLTH231,$45.00,
HLTH231,$200.00,
HLTH231,$45.00,
HLTH231,$200.00,
HLTH231,$200.00,
HLTH231,$45.00,
HLTH231,$45.00,
HLTH231,$45.00,
HLTH231,$45.00,
HLTH231,$200.00,
HLTH236,$45.00,
HLTH236,$200.00,
HLTH236,$45.00,
HLTH236,$200.00,
HLTH236,$200.00,
HLTH236,$45.00,
HLTH236,$45.00,
HLTH236,$45.00,
HLTH236,$45.00,
HLTH236,$45.00,
HLTH236,$45.00,
HLTH236,$200.00,
HLTH240,$75.00,
HLTH240,$0.00,
HLTH240,$200.00,
HLTH240,$75.00,
HLTH240,$0.00,
HLTH240,$200.00,
HLTH240,$0.00,
HLTH240,$200.00,
HLTH240,$75.00,
HLTH240,$75.00,
HLTH240,$75.00,
HLTH240,$75.00,
HLTH240,$75.00,
HLTH240,$0.00,
HLTH240,$200.00,
HLTH285,$50.00,
HLTH291,$75.00,
HLTH317,$45.00,
HLTH319,$45.00,
HLTH331,$45.00,
HLTH332,$45.00,
HLTH334,$45.00,
HLTH334,$200.00,
HLTH334,$45.00,
HLTH334,$200.00,
HLTH334,$200.00,
HLTH334,$200.00,
HLTH334,$45.00,
HLTH334,$45.00,
HLTH334,$45.00,
HLTH334,$200.00,
HLTH334,$200.00,
HLTH335,$45.00,
HLTH335,$200.00,
HLTH335,$200.00,
HLTH342,$45.00,
HLTH342,$200.00,
HLTH342,$45.00,
HLTH342,$200.00,
HLTH342,$200.00,
HLTH342,$45.00,
HLTH342,$45.00,
HLTH342,$45.00,
HLTH342,$200.00,
HLTH353,$45.00,
HLTH353,$200.00,
HLTH353,$45.00,
HLTH353,$200.00,
HLTH353,$200.00,
HLTH353,$45.00,
HLTH353,$200.00,
HLTH354,$200.00,
HLTH403,$45.00,
HLTH403,$200.00,
HLTH403,$45.00,
HLTH403,$200.00,
HLTH403,$200.00,
HLTH403,$45.00,
HLTH403,$45.00,
HLTH403,$200.00,
HLTH405,$45.00,
HLTH410,$45.00,
HLTH410,$200.00,
HLTH410,$45.00,
HLTH410,$200.00,
HLTH410,$200.00,
HLTH410,$45.00,
HLTH410,$45.00,
HLTH410,$45.00,
HLTH410,$200.00,
HLTH415,$75.00,
HLTH421,$45.00,
HLTH425,$45.00,
HLTH429,$200.00,
HLTH429,$200.00,
HLTH429,$75.00,
HLTH429,$75.00,
HLTH429,$75.00,
HLTH429,$200.00,
HLTH430,$50.00,
HLTH440,$55.00,
HLTH481,$75.00,
HLTH482,$75.00,
HLTH484,$100.00,
HLTH485,$75.00,
HLTH489,$45.00,
HLTH489,$200.00,
HLTH489,$45.00,
HLTH489,$200.00,
HLTH489,$45.00,
HLTH489,$45.00,
HLTH489,$45.00,
HLTH489,$200.00,
HLTH491,$75.00,
HLTH601,$45.00,
HLTH601,$144.00,
HLTH601,$144.00,
HLTH605,$144.00,
HLTH605,$144.00,
HLTH605,$45.00,
HLTH605,$200.00,
HLTH605,$45.00,
HLTH605,$200.00,
HLTH605,$45.00,
HLTH605,$200.00,
HLTH607,$45.00,
HLTH607,$144.00,
HLTH607,$144.00,
HLTH609,$144.00,
HLTH609,$144.00,
HLTH609,$200.00,
HLTH609,$200.00,
HLTH609,$200.00,
HLTH609,$45.00,
HLTH609,$200.00,
HLTH610,$45.00,
HLTH610,$144.00,
HLTH610,$144.00,
HLTH611,$45.00,
HLTH611,$144.00,
HLTH611,$144.00,
HLTH620,$45.00,
HLTH620,$144.00,
HLTH620,$144.00,
HLTH621,$45.00,
HLTH621,$144.00,
HLTH621,$144.00,
HLTH622,$45.00,
HLTH622,$144.00,
HLTH622,$144.00,
HLTH629,$45.00,
HLTH629,$144.00,
HLTH629,$144.00,
HLTH630,$45.00,
HLTH630,$144.00,
HLTH630,$144.00,
HLTH631,$45.00,
HLTH631,$144.00,
HLTH631,$144.00,
HLTH632,$144.00,
HLTH632,$144.00,
HLTH632,$45.00,
HLTH632,$200.00,
HLTH632,$45.00,
HLTH632,$200.00,
HLTH632,$45.00,
HLTH632,$200.00,
HLTH634,$144.00,
HLTH634,$144.00,
HLTH634,$45.00,
HLTH634,$200.00,
HLTH634,$45.00,
HLTH634,$200.00,
HLTH634,$45.00,
HLTH634,$200.00,
HLTH635,$144.00,
HLTH635,$144.00,
HLTH635,$45.00,
HLTH635,$200.00,
HLTH635,$45.00,
HLTH635,$200.00,
HLTH635,$200.00,
HLTH636,$45.00,
HLTH636,$144.00,
HLTH636,$144.00,
HLTH639,$45.00,
HLTH639,$144.00,
HLTH639,$144.00,
HLTH640,$144.00,
HLTH640,$144.00,
HLTH640,$45.00,
HLTH640,$200.00,
HLTH640,$45.00,
HLTH640,$200.00,
HLTH640,$45.00,
HLTH640,$200.00,
HLTH649,$200.00,
HLTH649,$144.00,
HLTH649,$144.00,
HLTH659,$144.00,
HLTH659,$144.00,
HLTH659,$45.00,
HLTH659,$45.00,
HLTH659,$200.00,
HLTH659,$45.00,
HLTH659,$45.00,
HLTH659,$200.00,
HLTH660,$45.00,
HLTH660,$144.00,
HLTH660,$144.00,
HLTH669,$144.00,
HLTH669,$144.00,
HLTH669,$45.00,
HLTH669,$45.00,
HLTH669,$200.00,
HLTH669,$45.00,
HLTH669,$45.00,
HLTH669,$200.00,
HLTH671,$75.00,
HLTH681,$75.00,
HLTH681,$144.00,
HLTH681,$144.00,
HLTH684,$75.00,
HLTH684,$144.00,
HLTH684,$144.00,
HLTH685,$50.00,
HLTH689,$45.00,
HLTH689,$200.00,
HLTH689,$144.00,
HLTH689,$144.00,
HLTH690,$50.00,
HLTH691,$75.00,
KINE121,$75.00,
KINE160,$35.00,
KINE161,$35.00,
KINE162,$35.00,
KINE163,$35.00,
KINE164,$35.00,
KINE165,$35.00,
KINE166,$35.00,
KINE167,$35.00,
KINE168,$35.00,
KINE169,$35.00,
KINE170,$35.00,
KINE171,$35.00,
KINE172,$35.00,
KINE173,$35.00,
KINE174,$35.00,
KINE175,$75.00,
KINE198,$0.00,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
